,study,wave,version,versn_s,doi_gesis,doi_wvsa,studytit,uniqid,intrvwr_id,cntry,cntry_an,cntrycow,year,fw_start,fw_end,cntry_y,mode,mm_mixed_mode_evs5,mm_mode_fu_evs5,mm_matrix_group_evs5,mm_fw_start_fu_evs5,mm_fw_end_fu_evs5,mm_year_fu_evs5,ivlength,ivstart,ivstend,ivdate,mm_v277_fu_evs5,mm_v278a_fu_r_evs5,mm_v279a_fu_r_evs5,lnge_num,lnge_iso,gwght,pwght,wght_eq1000,reg_nuts1,reg_nuts2,reg_iso,size_5c,respint,a001,a002,a003,a004,a005,a006,a008,a009,a170,a173,a027,a029,a030,a032,a034,a035,a038,a039,a040,a041,a042,a065,a066,a067,a068,a071,a072,a074,a078,a079,a080_01,a080_02,a124_02,a124_03,a124_06,a124_08,a124_09,a165,b008,c001,c001_01,c002,c002_01,d081,d026_03,d026_05,c038,c039,c041,d001_b,g007_18_b,g007_33_b,g007_34_b,g007_35_b,g007_36_b,d054,d059,d060,d061,d078,e001,e002,e003,e004,y002,e012,e015,e018,e023,e025,e026,e027,e028,e033,e035,e036,e037,e039,e069_01,e069_02,e069_04,e069_05,e069_06,e069_07,e069_08,e069_18a,e069_18,e069_11,e069_12,e069_13,e069_14,e069_17,e069_20,e111_01,e114,e115,e116,e117,e179_wvs7,e181_evs5,e224,e225,e226,e227,e228,e229,e233,e233a,e233b,e235,e236,e263,e264,e265_01,e265_02,e265_03,e265_04,e265_05,e265_06,e265_07,e265_08,f025,f028,f028b_wvs7,f066_evs5,f034,f050,f051,f053,f054,f063,f114a,f115,f116,f117,f118,f119,f120,f121,f122,f123,f132,e290,f144_02,g005,g006,g052,g062,g063,g255,g256,g257,h009,h010,h011,x001,x002,x003,x003r,x003r2,g027a,x002_02a,x002_02b,v002,v002a,v002a_01,v001,v001a,v001a_01,x007,x026_01,x011,x013,x025a_01,x025r,w002a_01,w002r,v004am_01,v004rm,v004af_01,v004rf,x028,w003,x052,x035_evs5,x036e_wvs7,v097ef,w005_evs5,w006e_wvs7,x047_wvs7,x047e_evs5
27110,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050505,19,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,66,9.04,10.1,20180315,-3,-3.0,-3.0,184,hu,0.595377691225931,0.534134346103038,0.660501981505945,HU1,HU11,-4,5,1,3,1,2,3,1,2,2,3,6,7,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,2,1,3,3,1,1,4,2,2,2,1,1,1,3,2,3,2,2,2,2,3,3,3,2,-2,3,1,1,0,3,1,3,3,3,3,3,10,8,7,5,4,2,2,3,4,1,2,2,3,3,2,4,2,2,2,3,8,4,3,3,2,-4,34802,8,5,9,7,8,8,9,3,5,8,8,1,1,2,4,2,4,2,1,3,3,2,4,-4,3,1,1,0,0,0,6,1,1,1,1,1,3,3,4,7,6,5,1,3,1,1,2,2,3,1,2,1,2,4,4,2,1937,82,6,3,1,348.0,HU,1,348,HU,1,348,HU,5,1,0,1,7,3,-3,-3,2,1,3,2,4,-3,1,21,-4,3,-3,-4,-4,3
27111,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050506,41,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,23,10.05,10.28,20180315,-3,-3.0,-3.0,184,hu,0.973660242062668,0.534134346103038,0.660501981505945,HU3,HU33,-4,4,2,1,3,2,3,1,2,3,3,6,8,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,-1,3,3,1,1,5,2,2,1,2,1,1,1,2,3,2,4,4,1,3,2,1,2,4,3,1,1,0,2,2,3,3,3,3,3,6,8,-1,5,5,1,2,4,4,2,2,1,2,2,2,2,-1,3,3,3,1,3,1,2,1,-4,34803,10,1,10,5,5,-1,10,5,5,8,7,1,1,1,4,-1,4,-1,1,4,4,1,4,-4,2,1,1,0,0,0,8,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,1,2,-1,2,2,1953,65,6,3,1,348.0,HU,1,348,HU,1,348,HU,5,1,2,1,2,1,-3,-3,-1,-1,-1,-1,4,-3,1,83,-4,8,-3,-4,-4,9
27112,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050507,57,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,58,12.18,13.16,20180315,-3,-3.0,-3.0,184,hu,0.63480083966162,0.534134346103038,0.660501981505945,HU2,HU23,-4,1,1,1,2,2,3,2,2,2,1,4,5,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,3,3,1,1,3,2,2,2,2,3,1,1,2,2,2,2,2,3,3,3,3,3,2,1,3,1,1,3,2,3,3,3,3,3,8,6,5,3,5,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,6,1,2,3,2,-4,34802,10,6,8,6,5,5,8,4,5,7,5,1,1,2,3,3,3,2,2,3,3,2,4,-4,6,1,0,0,0,0,5,3,3,3,3,5,3,5,6,4,4,4,2,5,1,2,3,3,3,1,2,2,2,3,4,2,1963,55,5,3,1,348.0,HU,1,348,HU,1,348,HU,1,1,1,2,3,2,3,2,1,1,1,1,2,4,1,32,-4,8,62,-4,-4,1
27113,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050508,63,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,76,12.51,14.07,20180315,-3,-3.0,-3.0,184,hu,0.63480083966162,0.534134346103038,0.660501981505945,HU2,HU23,-4,2,1,1,1,1,3,1,1,2,2,10,5,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,2,1,2,3,3,3,2,3,3,1,1,1,2,1,1,3,3,4,3,3,2,4,1,4,2,0,3,1,4,3,3,3,3,5,10,6,5,5,1,1,2,3,2,2,1,2,2,2,3,3,3,2,1,8,4,3,4,1,-4,34802,10,10,10,10,10,1,10,5,1,10,9,1,1,1,4,4,4,1,1,4,4,2,1,-4,1,1,1,0,0,0,10,1,1,1,1,4,1,10,10,1,1,5,1,6,1,1,2,1,1,1,1,1,2,4,4,2,1955,63,5,3,1,348.0,HU,1,348,HU,1,348,HU,5,1,2,1,3,2,-3,-3,2,1,3,2,1,-3,1,33,-4,9,-3,-4,-4,3
27114,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050509,40,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,71,7.57,9.08,20180315,-3,-3.0,-3.0,184,hu,0.950581006327045,0.534134346103038,0.660501981505945,HU3,HU33,-4,4,2,1,2,2,3,1,4,2,3,7,8,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2,1,2,4,1,2,2,4,3,3,4,4,1,2,3,3,2,2,2,3,3,2,3,4,1,2,1,2,1,1,1,3,-2,-2,-2,-2,6,9,-2,5,3,4,3,3,3,2,-2,2,-2,-2,3,4,3,2,3,-2,4,3,2,4,1,-4,-2,8,1,10,6,1,10,10,2,8,10,7,3,2,-1,-1,2,-1,3,-1,-1,4,1,8,-4,-2,-1,-2,-2,-2,-2,-2,1,2,1,2,-2,3,10,10,8,1,5,1,1,1,3,2,3,3,2,2,2,1,4,4,1,1975,43,3,2,1,348.0,HU,1,348,HU,1,348,HU,1,1,3,5,3,2,3,2,6,3,6,3,1,-1,2,13,-4,1,91,-4,-4,-2
27115,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050510,36,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,53,9.51,10.44,20180315,-3,-3.0,-3.0,184,hu,0.973660242062668,0.534134346103038,0.660501981505945,HU3,HU33,-4,2,2,1,2,3,3,2,3,2,2,8,8,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,3,3,1,2,2,4,2,4,1,3,1,2,2,3,3,-1,3,3,3,1,3,-1,-1,-1,-1,-5,1,2,2,2,3,3,3,3,-1,1,10,10,10,3,3,3,3,2,3,3,2,2,3,3,2,3,3,3,6,4,3,3,2,-4,34802,1,1,3,8,4,7,10,10,3,5,5,2,2,1,2,1,3,2,3,3,3,0,6,-4,6,2,0,1,0,0,1,1,9,1,6,1,6,1,6,6,1,6,1,8,1,2,3,3,4,2,2,2,2,3,3,2,1953,65,6,3,1,348.0,HU,1,348,HU,1,348,HU,1,1,2,2,2,1,2,1,0,1,0,1,2,1,2,92,-4,9,92,-4,-4,3
27116,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050511,25,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,63,10.26,11.29,20180315,-3,-3.0,-3.0,184,hu,2.26264084360641,0.534134346103038,0.660501981505945,HU3,HU32,-4,1,3,1,1,2,3,1,2,3,3,5,-1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,5,1,1,1,4,1,1,2,2,2,2,2,3,1,3,3,1,1,4,1,4,3,2,1,3,3,3,3,3,3,3,5,10,10,10,1,3,3,2,2,2,2,2,2,2,2,3,2,3,2,2,1,3,1,1,1,-4,34808,10,6,10,10,6,6,10,6,6,5,5,1,1,3,3,4,2,1,4,1,1,0,3,-4,1,1,1,0,0,1,10,1,1,10,1,1,1,10,1,1,1,1,1,7,1,1,1,-1,2,3,2,2,2,2,2,2,1964,54,4,3,1,348.0,HU,1,348,HU,1,348,HU,1,1,4,2,1,1,2,1,0,1,1,1,1,8,1,92,-4,9,83,-4,-4,5
27117,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050512,41,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,37,11.35,12.12,20180315,-3,-3.0,-3.0,184,hu,0.900696879523264,0.534134346103038,0.660501981505945,HU3,HU33,-4,4,3,2,2,3,4,2,4,3,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,2,1,1,1,1,1,3,3,3,2,3,3,2,2,2,3,3,4,3,1,4,3,1,1,3,1,3,1,1,1,3,3,3,3,3,3,7,9,7,5,5,4,2,2,3,2,2,2,3,3,2,2,1,3,3,3,5,2,3,2,1,-4,34802,5,2,6,1,4,6,10,6,1,6,6,1,1,2,4,3,4,1,3,4,4,0,8,-4,7,2,0,0,0,0,4,1,7,1,6,1,6,1,6,1,1,6,1,1,1,2,2,3,3,3,3,2,4,4,4,1,1966,52,4,3,1,348.0,HU,1,348,HU,1,348,HU,3,2,0,2,3,2,-3,-3,2,1,2,1,1,-3,2,91,-4,8,-3,-4,-4,2
27118,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050513,26,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,41,11.24,12.05,20180315,-3,-3.0,-3.0,184,hu,1.10671830246991,0.534134346103038,0.660501981505945,HU3,HU31,-4,2,1,1,1,4,4,1,4,1,2,8,8,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,4,2,4,4,2,3,1,2,2,1,2,2,3,3,3,2,2,3,2,3,4,2,2,1,2,0,3,2,4,3,3,3,3,8,8,8,10,1,3,3,3,3,2,4,3,2,2,3,3,3,3,2,3,8,2,2,3,2,-4,34802,8,5,5,6,2,4,5,4,4,10,10,1,1,2,3,1,3,3,2,1,3,0,8,-4,7,2,0,1,0,0,4,1,1,1,1,1,1,1,1,2,2,1,1,10,1,1,4,3,2,2,3,2,2,3,2,2,1985,33,2,2,1,348.0,HU,1,348,HU,1,348,HU,6,2,0,4,3,2,-3,-3,2,1,3,2,1,-3,1,42,-4,7,-3,-4,-4,3
27119,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050514,26,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,58,12.17,13.15,20180315,-3,-3.0,-3.0,184,hu,0.795100334600317,0.534134346103038,0.660501981505945,HU3,HU31,-4,2,1,1,1,2,3,1,2,3,3,5,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,4,1,1,3,4,4,1,1,4,1,2,2,3,-1,-1,2,3,3,2,3,1,3,4,2,3,1,3,1,2,2,3,1,3,5,3,5,5,3,3,3,3,3,3,3,2,2,2,3,3,2,3,3,2,3,3,2,4,1,-4,-1,5,5,10,5,1,10,10,5,5,10,3,1,1,3,3,2,2,3,2,3,3,2,7,-4,1,1,1,1,0,0,8,1,2,1,1,8,1,5,5,2,2,5,1,5,1,1,3,2,3,3,3,2,3,3,3,2,1973,45,4,2,1,348.0,HU,1,348,HU,1,348,HU,1,1,2,4,6,3,3,2,2,1,3,2,1,1,1,23,-4,5,35,-4,-4,8
27120,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050515,25,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,53,12.52,13.45,20180315,-3,-3.0,-3.0,184,hu,1.34173469052511,0.534134346103038,0.660501981505945,HU3,HU32,-4,1,2,1,2,2,2,2,3,2,3,8,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,5,1,2,2,2,3,3,1,1,1,2,1,3,-1,-1,-1,4,4,3,4,3,4,2,4,3,1,3,-1,2,3,3,2,3,1,10,1,10,1,4,2,2,2,2,3,3,3,3,4,4,3,3,4,3,1,3,2,4,2,-4,-1,8,5,10,10,1,1,10,1,5,10,1,1,1,3,2,2,-1,3,3,3,3,0,8,-4,7,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,2,3,3,3,4,4,1,1958,60,5,3,1,348.0,HU,1,348,HU,1,348,HU,1,1,1,3,4,2,4,2,2,1,3,2,1,1,2,81,-4,7,32,-4,-4,9
27121,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050516,63,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,45,14.26,15.11,20180315,-3,-3.0,-3.0,184,hu,1.27463156591058,0.534134346103038,0.660501981505945,HU2,HU23,-4,2,2,1,1,1,1,1,1,2,3,8,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,1,1,1,4,4,2,1,3,2,1,1,1,2,3,3,3,3,3,2,3,3,1,3,1,1,0,3,1,2,3,3,3,3,9,1,1,1,5,1,2,4,4,1,3,1,1,1,1,1,4,1,1,3,3,3,1,4,1,-4,34801,10,10,10,10,1,6,10,10,10,10,1,1,1,1,4,4,4,4,1,4,4,1,3,-4,3,1,1,0,0,0,10,1,1,1,1,1,6,10,10,1,1,10,1,10,1,1,2,4,4,1,1,1,2,3,3,2,1973,45,4,2,1,348.0,HU,1,348,HU,1,348,HU,1,1,5,4,2,1,3,2,1,1,1,1,7,1,1,91,-4,8,83,-4,-4,3
27122,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050517,41,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,46,15.1,15.56,20180315,-3,-3.0,-3.0,184,hu,0.950581006327045,0.534134346103038,0.660501981505945,HU3,HU33,-4,4,3,1,1,1,4,2,4,1,1,9,8,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,-1,1,1,1,1,3,3,2,3,2,3,1,3,2,4,2,4,2,4,4,2,1,2,1,1,3,1,1,3,2,2,3,3,3,3,6,3,5,6,6,3,2,4,4,2,2,2,1,1,1,2,2,4,3,2,8,3,4,2,1,-4,34802,10,5,10,1,5,10,10,5,10,8,8,2,2,1,4,2,4,2,1,4,4,1,8,-4,7,2,0,0,0,1,6,5,5,5,6,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,2,2,1,2,2,1,1982,36,3,2,1,348.0,HU,1,348,HU,1,348,HU,1,1,0,2,3,2,3,2,2,1,2,1,1,1,2,82,-4,8,41,-4,-4,5
27123,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050518,55,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,43,15.39,16.22,20180315,-3,-3.0,-3.0,184,hu,0.70160450212188,0.534134346103038,0.660501981505945,HU2,HU23,-4,2,1,1,1,1,3,1,3,1,2,10,10,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,3,1,1,2,4,3,1,1,1,1,1,1,2,1,1,3,3,4,3,4,3,4,1,2,2,0,3,1,2,3,3,3,3,5,1,1,9,6,2,2,4,4,1,4,2,4,4,3,3,4,1,1,4,1,3,3,3,1,-4,34804,10,10,10,10,6,6,10,10,10,10,5,1,1,3,3,3,2,2,2,2,3,1,7,-4,7,2,0,0,0,0,1,1,5,1,1,1,1,10,10,5,1,5,1,1,1,1,2,3,3,1,1,1,2,4,4,2,1964,54,4,3,1,348.0,HU,1,348,HU,1,348,HU,1,1,3,2,3,2,3,2,2,1,2,1,1,1,2,52,-4,8,71,-4,-4,5
27124,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050519,36,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,46,15.4,16.26,20180315,-3,-3.0,-3.0,184,hu,1.48052616079114,0.534134346103038,0.660501981505945,HU3,HU33,-4,2,1,2,3,3,3,2,3,2,3,8,6,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,1,1,2,2,2,2,2,3,1,2,3,3,3,3,3,3,3,3,3,-1,-1,-1,-1,-5,-1,3,3,2,2,2,3,2,-2,1,9,8,5,4,3,3,3,4,3,3,4,4,4,4,-1,4,4,4,2,3,3,3,3,-4,-2,5,5,5,5,5,5,5,5,5,10,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,8,-4,6,2,1,0,0,0,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,1,3,3,2,2,2,2,4,4,1,1956,62,5,3,1,348.0,HU,1,348,HU,1,348,HU,1,3,3,5,2,1,3,2,2,1,2,1,3,5,-3,61,-4,9,75,-4,-4,1
27125,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050520,57,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,56,16.18,17.14,20180316,-3,-3.0,-3.0,184,hu,0.881659810707008,0.534134346103038,0.660501981505945,HU2,HU23,-4,1,2,1,2,3,3,1,3,2,3,10,10,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,4,1,1,4,2,3,2,2,4,1,3,2,3,2,3,1,-1,3,3,3,1,4,1,2,2,1,3,2,4,3,3,3,3,5,10,5,5,5,4,3,3,3,2,3,3,2,2,3,3,2,3,2,3,5,2,2,3,3,-4,34802,5,10,10,10,5,10,5,5,10,10,5,1,1,3,-1,2,3,-1,3,3,3,0,6,-4,7,2,0,0,0,0,1,1,1,1,1,1,1,1,5,1,1,10,1,6,1,1,1,3,3,3,2,2,2,3,2,1,1983,35,3,2,1,348.0,HU,1,348,HU,1,348,HU,2,3,0,4,3,2,3,2,3,2,3,2,1,2,2,71,-4,7,61,-4,-4,4
27126,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050521,80,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,73,9.15,10.28,20180316,-3,-3.0,-3.0,184,hu,1.14717010887653,0.534134346103038,0.660501981505945,HU1,HU11,-4,5,2,1,1,2,2,2,1,1,3,9,7,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,5,1,2,3,3,2,2,2,4,1,2,1,2,2,2,1,2,4,2,4,4,2,4,1,2,1,1,3,2,1,1,1,2,7,7,5,3,4,1,2,4,3,2,3,2,3,3,3,3,3,3,3,3,4,3,2,4,2,-4,-2,6,7,10,4,1,7,10,1,5,9,5,1,1,2,3,2,2,4,2,2,4,2,2,-4,4,1,1,1,0,1,9,1,4,1,1,10,5,5,4,6,2,9,2,2,1,2,3,4,3,2,4,2,2,4,3,1,1983,35,3,2,2,30.0,030,1,348,HU,1,348,HU,1,1,0,2,8,3,7,3,5,3,8,3,3,5,-3,34,-4,1,-3,-4,-4,8
27127,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050522,55,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,89,15.04,16.33,20180316,-3,-3.0,-3.0,184,hu,0.63480083966162,0.534134346103038,0.660501981505945,HU2,HU23,-4,1,1,1,1,1,4,1,4,3,2,5,10,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,1,1,1,4,4,4,1,4,3,1,3,2,2,2,2,3,3,3,3,3,2,1,1,3,1,0,3,1,4,3,3,3,3,5,1,1,1,5,3,2,4,3,1,3,1,4,4,3,3,3,1,1,4,3,2,1,3,1,-4,34802,10,6,10,10,5,10,10,10,10,10,5,1,1,1,3,2,4,3,1,4,4,1,8,-4,7,2,0,0,0,0,1,1,1,1,1,1,1,10,10,3,1,5,1,1,1,1,2,3,3,1,1,2,2,3,3,2,1963,55,5,3,1,348.0,HU,1,348,HU,1,348,HU,3,1,2,1,3,2,-3,-3,2,1,1,1,1,-3,2,33,-4,9,-3,-4,-4,3
27128,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050523,80,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,54,11.36,12.3,20180316,-3,-3.0,-3.0,184,hu,0.968572811971272,0.534134346103038,0.660501981505945,HU1,HU11,-4,5,2,1,1,1,2,1,4,2,2,6,9,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,2,2,4,1,1,5,1,5,1,2,3,1,2,2,4,3,3,2,3,3,2,3,2,1,3,4,2,1,2,1,2,2,2,2,2,8,10,6,7,1,4,1,3,3,2,3,2,3,3,3,4,3,3,2,3,6,2,3,4,2,-4,34802,10,1,5,10,8,10,10,2,9,6,7,2,1,2,1,1,3,4,3,2,4,0,8,-4,7,3,0,1,0,0,1,1,2,1,6,1,3,4,5,5,1,8,3,10,1,2,4,3,3,1,2,2,1,3,2,1,1997,21,1,1,1,348.0,HU,0,688,RS,1,348,HU,6,1,0,3,4,2,-3,-3,3,2,3,2,1,-3,2,81,-4,4,-3,-4,-4,9
27129,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050524,46,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,42,8.58,9.4,20180316,-3,-3.0,-3.0,184,hu,0.537213435541685,0.534134346103038,0.660501981505945,HU3,HU33,-4,1,2,1,2,3,3,2,1,2,3,8,5,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,2,1,2,4,1,1,4,1,1,1,1,2,1,1,1,2,2,2,1,3,3,2,3,1,2,1,-1,-5,1,3,2,2,3,3,3,3,10,5,5,5,5,1,2,3,2,1,2,2,3,3,1,3,3,3,2,3,8,4,1,3,1,-4,34803,5,5,10,10,1,10,10,5,5,10,8,1,1,1,4,3,4,3,1,4,4,1,1,-4,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,1,4,4,4,2,1963,55,5,3,1,348.0,HU,1,348,HU,1,348,HU,6,1,0,1,5,3,-3,-3,2,1,2,1,8,-3,1,23,-4,9,-3,-4,-4,1
27130,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050525,78,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,286,16.08,20.54,20180316,-3,-3.0,-3.0,184,hu,1.03170391774337,0.534134346103038,0.660501981505945,HU3,HU32,-4,1,2,1,2,2,4,1,3,2,1,7,7,1,1,1,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,2,1,2,5,1,1,2,4,5,1,4,5,1,3,2,3,-1,3,4,4,4,3,4,1,-2,1,2,2,-1,1,-2,4,2,2,3,3,10,8,-1,5,8,3,3,3,4,3,3,-1,2,2,2,4,2,1,1,2,5,4,2,4,1,-4,-1,10,1,10,5,0,10,10,1,1,10,7,1,1,2,4,3,-1,4,2,-1,-1,1,4,-4,6,-1,-1,0,0,0,3,1,7,1,1,1,1,5,9,3,1,6,2,10,1,1,3,3,4,2,3,3,2,4,1,2,1982,36,3,2,1,348.0,HU,1,348,HU,1,348,HU,6,1,0,2,7,3,-3,-3,3,2,3,2,1,-3,2,42,-4,9,-3,-4,-4,6
27131,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050526,86,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,48,11.4,12.28,20180316,-3,-3.0,-3.0,184,hu,0.912697816564747,0.534134346103038,0.660501981505945,HU2,HU23,-4,3,3,1,1,2,4,1,4,2,3,7,10,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,2,5,1,1,4,5,2,2,3,2,1,4,2,4,2,2,2,3,3,3,2,1,2,2,1,2,1,1,1,2,1,2,2,2,5,8,4,7,2,4,2,3,3,2,3,3,4,4,4,4,4,2,4,2,4,2,1,3,1,-4,34802,5,1,10,7,4,10,10,7,6,10,4,3,3,2,2,2,4,4,3,2,4,0,8,-4,7,2,0,1,0,0,2,1,4,1,1,7,6,7,10,8,1,10,2,10,1,1,2,2,3,1,1,1,4,4,4,1,1986,32,2,2,1,348.0,HU,1,348,HU,1,348,HU,6,1,0,2,3,2,-3,-3,1,1,2,1,1,-3,2,72,-4,7,-3,-4,-4,7
